학교명,학교급구분,설립형태,소재지도로명주소,위도,경도,변경일자
서울신학초등학교,초등학교,공립,서울특별시 도봉구 방학로 247-21,37.66122045,127.0257213,2025-10-25
송파중학교,중학교,공립,서울특별시 송파구 동남로 203,37.49592462,127.1299138,2025-10-25
개포고등학교,고등학교,공립,서울특별시 강남구 개포로 402,37.48495285,127.0594065,2025-10-25
압구정중학교,중학교,공립,서울특별시 강남구 압구정로 225,37.53024224,127.0330027,2025-10-25
당곡고등학교,고등학교,공립,서울특별시 관악구 봉천로21길 108,37.49176034,126.9342464,2025-10-25
하계중학교,중학교,공립,서울특별시 노원구 노원로 261-8,37.64136991,127.0723336,2025-10-25
문일고등학교,고등학교,사립,서울특별시 금천구 시흥대로47길 45,37.44891526,126.8987207,2025-10-25
서울방일초등학교,초등학교,공립,서울특별시 서초구 방배로18길 52,37.4852056,126.998849,2025-10-25
서울보라매초등학교,초등학교,공립,서울특별시 동작구 여의대방로16길 30,37.49585189,126.9161445,2025-10-25
경문고등학교,고등학교,사립,서울특별시 동작구 동작대로 171,37.49341886,126.9822734,2025-10-25
석관고등학교,고등학교,공립,서울특별시 성북구 한천로70길 30,37.60958929,127.0667176,2025-10-25
장평중학교,중학교,공립,서울특별시 동대문구 답십리로72길 158,37.56685961,127.0704776,2025-10-25
서울광희초등학교,초등학교,공립,서울특별시 중구 다산로 269,37.56729928,127.0156879,2025-10-25
서울신계초등학교,초등학교,공립,서울특별시 노원구 초안산로 29,37.62979163,127.052769,2025-10-25
서울면일초등학교,초등학교,공립,서울특별시 중랑구 용마산로100길 13,37.5920416,127.0997947,2025-10-25
인헌고등학교,고등학교,공립,서울특별시 관악구 인헌9길 74,37.47231073,126.9704851,2025-10-25
서울창경초등학교,초등학교,공립,서울특별시 도봉구 도봉로129길 54,37.65660218,127.0346025,2025-10-25
서문여자중학교,중학교,사립,서울특별시 서초구 동광로12길 84,37.48891973,126.9845622,2025-10-25
정화여자중학교,중학교,사립,서울특별시 동대문구 홍릉로15길 50,37.58604864,127.0410078,2025-10-25
상원중학교,중학교,공립,서울특별시 노원구 수락산로 182,37.67176621,127.0595044,2025-10-25
해성국제컨벤션고등학교,고등학교,사립,서울특별시 동대문구 전농로20길 31,37.5818726,127.0569769,2025-10-25
서울장수초등학교,초등학교,공립,서울특별시 양천구 신정로13가길 30,37.5129972,126.8451597,2025-10-25
서울금화초등학교,초등학교,공립,서울특별시 서대문구 통일로 165,37.56882755,126.9629414,2025-10-25
서울영풍초등학교,초등학교,공립,서울특별시 송파구 오금로57길 15,37.49622,127.1430148,2025-10-25
중화고등학교,고등학교,공립,서울특별시 중랑구 봉화산로27길 62,37.60481461,127.0836541,2025-10-25
성수중학교,중학교,공립,서울특별시 성동구 서울숲길 18,37.54734181,127.0382534,2025-10-25
동덕여자중학교,중학교,사립,서울특별시 서초구 효령로2길 123-5,37.47587863,126.991995,2025-10-25
서울서정초등학교,초등학교,공립,서울특별시 양천구 목동로8길 19,37.52345012,126.8672362,2025-10-25
용화여자고등학교,고등학교,사립,서울특별시 노원구 동일로 1461,37.65913138,127.0582807,2025-10-25
석촌중학교,중학교,공립,서울특별시 송파구 송이로15길 13,37.50145499,127.1211174,2025-10-25
광신중학교,중학교,사립,서울특별시 관악구 광신길 141,37.4644762,126.9259406,2025-10-25
화원중학교,중학교,공립,서울특별시 강서구 강서로17나길 86,37.53621409,126.8424164,2025-10-25
해성여자고등학교,고등학교,사립,서울특별시 동대문구 전농로20길 31,37.5818726,127.0569769,2025-10-25
고척고등학교,고등학교,공립,서울특별시 구로구 중앙로15길 162,37.50804938,126.8498691,2025-10-25
인덕과학기술고등학교,고등학교,사립,서울특별시 노원구 초안산로 12,37.63034387,127.0544999,2025-10-25
고척중학교,중학교,공립,서울특별시 구로구 중앙로3길 20,37.49974083,126.8613425,2025-10-25
서울도봉초등학교,초등학교,공립,서울특별시 도봉구 도봉로173길 96,37.67996175,127.0382887,2025-10-25
서울구로남초등학교,초등학교,공립,서울특별시 구로구 디지털로27길 76,37.48420602,126.8902182,2025-10-25
전농중학교,중학교,공립,서울특별시 동대문구 사가정로13길 71,37.58204428,127.0592794,2025-10-25
홍은중학교,중학교,공립,서울특별시 서대문구 연희로41길 94,37.59189151,126.9357524,2025-10-25
서울신서초등학교,초등학교,공립,서울특별시 양천구 목동서로10길 35,37.52055887,126.8623309,2025-10-25
송곡고등학교,고등학교,사립,서울특별시 중랑구 양원역로 50,37.60584544,127.1064637,2025-10-25
서울아주초등학교,초등학교,공립,서울특별시 송파구 올림픽로4길 59,37.50582689,127.075764,2025-10-25
서울봉천초등학교,초등학교,공립,서울특별시 관악구 행운1라길 17,37.4832696,126.9581884,2025-10-25
대진디자인고등학교,고등학교,사립,서울특별시 강남구 광평로39길 93,37.49042815,127.0959793,2025-10-25
서울소의초등학교,초등학교,공립,서울특별시 마포구 마포대로24길 42,37.55278186,126.9606556,2025-10-25
경복비즈니스고등학교,고등학교,사립,서울특별시 강서구 화곡로 379,37.55802536,126.8526703,2025-10-25
서울당서초등학교,초등학교,공립,서울특별시 영등포구 당산로 187,37.53202744,126.8998142,2025-10-25
언북중학교,중학교,공립,서울특별시 강남구 도산대로38길 27,37.51942855,127.0331263,2025-10-25
문창중학교,중학교,공립,서울특별시 동작구 여의대방로22나길 40,37.49580287,126.9224055,2025-10-25
서울대학교사범대학부설중학교,중학교,국립,서울특별시 성북구 월곡로 36,37.59582047,127.0391333,2025-10-25
개봉중학교,중학교,공립,서울특별시 구로구 고척로21나길 68,37.50352932,126.8423998,2025-10-25
경원중학교,중학교,공립,서울특별시 서초구 신반포로33길 39,37.5115816,127.0090183,2025-10-25
금성초등학교,초등학교,사립,서울특별시 중랑구 신내로21길 55,37.61531513,127.0898585,2025-10-25
서울삼광초등학교,초등학교,공립,서울특별시 용산구 두텁바위로1나길 19,37.54775231,126.9765943,2025-10-25
서울세곡초등학교,초등학교,공립,서울특별시 구로구 고척로33길 34,37.5050561,126.8491198,2025-10-25
숙명여자중학교,중학교,사립,서울특별시 강남구 남부순환로 2807,37.49147536,127.0526126,2025-10-25
경동고등학교,고등학교,공립,서울특별시 성북구 보문로29길 49,37.58669797,127.0163213,2025-10-25
잠실중학교,중학교,공립,서울특별시 송파구 올림픽로35길 130,37.51781757,127.0986662,2025-10-25
서울온곡초등학교,초등학교,공립,서울특별시 노원구 한글비석로52길 59,37.66754054,127.0659829,2025-10-25
서울구암초등학교,초등학교,공립,서울특별시 관악구 구암길 1,37.48921747,126.9462717,2025-10-25
금옥중학교,중학교,공립,서울특별시 양천구 신정로 213,37.51096532,126.8439717,2025-10-25
반포고등학교,고등학교,공립,서울특별시 서초구 고무래로 71,37.50270273,127.0165603,2025-10-25
성동글로벌경영고등학교,고등학교,공립,서울특별시 중구 퇴계로 375,37.56585472,127.0135246,2025-10-25
서울남천초등학교,초등학교,공립,서울특별시 송파구 성내천로 207,37.50144683,127.1507951,2025-10-25
서울신천초등학교,초등학교,공립,서울특별시 송파구 올림픽로 215,37.5140111,127.0950476,2025-10-25
진명여자고등학교,고등학교,사립,서울특별시 양천구 목동로 170,37.52404701,126.8658566,2025-10-25
서울면북초등학교,초등학교,공립,서울특별시 중랑구 용마공원로5길 32,37.59441816,127.1035478,2025-10-25
서일문화예술고등학교,고등학교,사립,서울특별시 종로구 지봉로17길 49,37.57937936,127.0127598,2025-10-25
서울서신초등학교,초등학교,공립,서울특별시 은평구 은평터널로 150,37.59229405,126.9073823,2025-10-25
서울창일초등학교,초등학교,공립,서울특별시 도봉구 노해로66길 84,37.64765764,127.0476085,2025-10-25
상명중학교,중학교,사립,서울특별시 노원구 덕릉로 553,37.64954781,127.0680416,2025-10-25
서울도신초등학교,초등학교,공립,서울특별시 영등포구 도림로53길 32-9,37.49926789,126.9007141,2025-10-25
대일외국어고등학교,고등학교,사립,서울특별시 성북구 서경로 116,37.61330459,127.014176,2025-10-25
서울백산초등학교,초등학교,공립,서울특별시 금천구 시흥대로38길 78,37.44673975,126.905146,2025-10-25
서울역삼초등학교,초등학교,공립,서울특별시 강남구 강남대로66길 21,37.49316528,127.0326527,2025-10-25
언주중학교,중학교,공립,서울특별시 강남구 선릉로116길 57,37.51465316,127.0466832,2025-10-25
신수중학교,중학교,공립,서울특별시 마포구 신수로 49,37.545923,126.934132,2025-10-25
한성여자중학교,중학교,사립,서울특별시 성북구 삼선교로16길 118,37.5830649,127.0117427,2025-10-25
서울대모초등학교,초등학교,공립,서울특별시 강남구 광평로20길 27,37.48059845,127.0859938,2025-10-25
서울청계초등학교,초등학교,공립,서울특별시 노원구 공릉로 431,37.64503406,127.0661389,2025-10-25
원묵중학교,중학교,공립,서울특별시 중랑구 신내로23길 57,37.61777209,127.0843728,2025-10-25
강서고등학교,고등학교,사립,서울특별시 양천구 목동중앙남로 27,37.53631557,126.8657711,2025-10-25
서울용두초등학교,초등학교,공립,서울특별시 동대문구 천호대로13길 43,37.57641309,127.0283872,2025-10-25
서울방학초등학교,초등학교,공립,서울특별시 도봉구 도당로9길 34,37.66393373,127.032748,2025-10-25
홍익대학교사범대학부속고등학교,고등학교,사립,서울특별시 성북구 성북로14가길 23,37.59366662,127.002805,2025-10-25
경인중학교,중학교,공립,서울특별시 구로구 경인로 301,37.49846566,126.8536725,2025-10-25
숭실고등학교,고등학교,사립,서울특별시 은평구 은평터널로7길 6,37.59327482,126.9024039,2025-10-25
사당중학교,중학교,공립,서울특별시 동작구 사당로9가길 58,37.48776119,126.9685407,2025-10-25
문현고등학교,고등학교,공립,서울특별시 송파구 충민로 115,37.48131355,127.1287623,2025-10-25
서울성산초등학교,초등학교,공립,서울특별시 마포구 양화로3길 94,37.55342789,126.9109504,2025-10-25
신월중학교,중학교,공립,서울특별시 양천구 남부순환로29길 25,37.54046194,126.828389,2025-10-25
서울옥정초등학교,초등학교,공립,서울특별시 성동구 한림말길 43,37.54230974,127.0157855,2025-10-25
서울원명초등학교,초등학교,공립,서울특별시 서초구 고무래로 90-6,37.50079587,127.0167076,2025-10-25
양천고등학교,고등학교,사립,서울특별시 양천구 신정로14길 13,37.5083206,126.8452028,2025-10-25
금옥여자고등학교,고등학교,공립,서울특별시 양천구 신정로 213,37.51096532,126.8439717,2025-10-25
가원중학교,중학교,공립,서울특별시 송파구 중대로10길 40-18,37.49099949,127.1231711,2025-10-25
서울경인초등학교,초등학교,공립,서울특별시 양천구 안양천로 1009,37.53287102,126.8856957,2025-10-25
중동고등학교,고등학교,사립,서울특별시 강남구 일원로 7,37.49371459,127.0809122,2025-10-25
대명중학교,중학교,공립,서울특별시 강남구 역삼로87길 26,37.50633641,127.0609849,2025-10-25
서울수유초등학교,초등학교,공립,서울특별시 강북구 삼양로74길 39,37.63124966,127.0202924,2025-10-25
서울언북초등학교,초등학교,공립,서울특별시 강남구 삼성로135길 42,37.52012517,127.0447158,2025-10-25
리라초등학교,초등학교,사립,서울특별시 중구 소파로2길 7,37.5578197,126.9879121,2025-10-25
휘봉고등학교,고등학교,공립,서울특별시 동대문구 한천로 290,37.58647725,127.068852,2025-10-25
강서공업고등학교,고등학교,공립,서울특별시 강서구 방화대로47길 9,37.57603409,126.8161817,2025-10-25
한강중학교,중학교,공립,서울특별시 용산구 녹사평대로 73,37.52361192,126.9927909,2025-10-25
서울신우초등학교,초등학교,공립,서울특별시 관악구 호암로 498,37.46326397,126.9325353,2025-10-25
서울난곡초등학교,초등학교,공립,서울특별시 관악구 난곡로35길 102,37.4691282,126.9163416,2025-10-25
서울숭곡초등학교,초등학교,공립,서울특별시 성북구 종암로40길 30,37.60840947,127.0328151,2025-10-25
서울금동초등학교,초등학교,공립,서울특별시 금천구 금하로30길 53,37.44773848,126.9163989,2025-10-25
서울영희초등학교,초등학교,공립,서울특별시 강남구 일원로 21,37.4923004,127.0811328,2025-10-25
서울대영초등학교,초등학교,공립,서울특별시 영등포구 신길로23길 43,37.50267937,126.9063367,2025-10-25
서울금옥초등학교,초등학교,공립,서울특별시 성동구 독서당로 251,37.54584824,127.0176012,2025-10-25
서울체육고등학교,고등학교,공립,서울특별시 송파구 강동대로 232,37.52233038,127.1298226,2025-10-25
중앙대학교사범대학부속고등학교,고등학교,사립,서울특별시 강남구 선릉로 207,37.4919059,127.0521116,2025-10-25
서울봉래초등학교,초등학교,공립,서울특별시 중구 손기정로 73,37.55641234,126.9652506,2025-10-25
중산고등학교,고등학교,사립,서울특별시 강남구 일원로14길 22,37.48574293,127.0814285,2025-10-25
성신초등학교,초등학교,사립,서울특별시 성북구 북악산로 918,37.59462313,127.0231285,2025-10-25
숭곡중학교,중학교,공립,서울특별시 성북구 종암로 208,37.60847848,127.0312998,2025-10-25
서울난우초등학교,초등학교,공립,서울특별시 관악구 난우길 40,37.47711829,126.9176525,2025-10-25
서울오류초등학교,초등학교,공립,서울특별시 구로구 경인로19길 39,37.49752741,126.84203,2025-10-25
서울선곡초등학교,초등학교,공립,서울특별시 노원구 광운로2길 1,37.61869443,127.0578029,2025-10-25
서울신남성초등학교,초등학교,공립,서울특별시 동작구 사당로 146,37.48815254,126.96487,2025-10-25
서울일신초등학교,초등학교,공립,서울특별시 성북구 월곡로 74,37.59881357,127.0401072,2025-10-25
서울양화초등학교,초등학교,공립,서울특별시 양천구 목동중앙북로16길 57,37.5436693,126.873986,2025-10-25
서울문덕초등학교,초등학교,공립,서울특별시 송파구 송이로34길 60,37.48518009,127.127729,2025-10-25
잠실여자고등학교,고등학교,사립,서울특별시 송파구 송파대로38길 8,37.50179413,127.1142413,2025-10-25
경기고등학교,고등학교,공립,서울특별시 강남구 영동대로 643,37.51756454,127.0560755,2025-10-25
서울동구로초등학교,초등학교,공립,서울특별시 구로구 구로중앙로14길 43,37.49407053,126.8927802,2025-10-25
서울답십리초등학교,초등학교,공립,서울특별시 동대문구 전농로3길 23,37.56880432,127.055427,2025-10-25
서울양명초등학교,초등학교,공립,서울특별시 양천구 중앙로 204,37.51637495,126.8566349,2025-10-25
서울관악초등학교,초등학교,공립,서울특별시 관악구 청룡4길 49,37.48102565,126.9425545,2025-10-25
서울신묵초등학교,초등학교,공립,서울특별시 중랑구 동일로149길 46,37.60652285,127.0758358,2025-10-25
서울동구고등학교,고등학교,사립,서울특별시 성북구 성북로8길 71,37.59410587,127.0082153,2025-10-25
행당중학교,중학교,공립,서울특별시 성동구 왕십리로 189,37.55455404,127.0419634,2025-10-25
신남중학교,중학교,공립,서울특별시 양천구 중앙로29길 109,37.52077389,126.8478926,2025-10-25
서울청담초등학교,초등학교,공립,서울특별시 강남구 압구정로71길 9,37.52828187,127.045153,2025-10-25
서울상수초등학교,초등학교,공립,서울특별시 노원구 동일로216길 66,37.65110502,127.0647586,2025-10-25
현대고등학교,고등학교,사립,서울특별시 강남구 압구정로 127,37.5254805,127.0223773,2025-10-25
신일중학교,중학교,사립,서울특별시 강북구 솔매로49길 20,37.62796722,127.0284273,2025-10-25
경희중학교,중학교,사립,서울특별시 동대문구 경희대로 26,37.59394914,127.054891,2025-10-25
청담고등학교,고등학교,공립,서울특별시 강남구 압구정로 419,37.52800302,127.0437002,2025-10-25
서울동산고등학교,고등학교,사립,서울특별시 노원구 공릉로 257,37.63077798,127.0739984,2025-10-25
서울연지초등학교,초등학교,공립,서울특별시 노원구 월계로55길 48,37.63319251,127.0595343,2025-10-25
서울서래초등학교,초등학교,공립,서울특별시 서초구 방배로 260,37.496404,126.9901565,2025-10-25
성산중학교,중학교,공립,서울특별시 마포구 성지1길 32-13,37.54731637,126.9165628,2025-10-25
서울왕북초등학교,초등학교,공립,서울특별시 강남구 광평로31길 74,37.48632828,127.0860547,2025-10-25
수서중학교,중학교,공립,서울특별시 강남구 광평로59길 57,37.49120377,127.1023799,2025-10-25
서울율현초등학교,초등학교,공립,서울특별시 강남구 밤고개로21길 15,37.47451551,127.1082848,2025-10-25
서울종암초등학교,초등학교,공립,서울특별시 동대문구 무학로44길 25,37.58230741,127.0318564,2025-10-25
성남고등학교,고등학교,사립,서울특별시 동작구 대방동길 74,37.50528157,126.9266153,2025-10-25
서울대동초등학교,초등학교,공립,서울특별시 영등포구 대림로21길 6,37.49370503,126.9001194,2025-10-25
서울방화초등학교,초등학교,공립,서울특별시 강서구 양천로6길 92,37.56870373,126.8074982,2025-10-25
서울가재울초등학교,초등학교,공립,서울특별시 서대문구 모래내로15길 61,37.57376442,126.9183891,2025-10-25
서울덕의초등학교,초등학교,공립,서울특별시 구로구 고척로 213,37.50605683,126.857346,2025-10-25
서울삼정초등학교,초등학교,공립,서울특별시 강서구 금낭화로 222,37.58050843,126.8104937,2025-10-25
서울전곡초등학교,초등학교,공립,서울특별시 동대문구 전농로 172,37.58070429,127.0560124,2025-10-25
서울신동초등학교,초등학교,공립,서울특별시 서초구 나루터로 15,37.51713004,127.0113904,2025-10-25
서울화곡초등학교,초등학교,공립,서울특별시 강서구 초록마을로 28,37.54366962,126.8464717,2025-10-25
서울컨벤션고등학교,고등학교,사립,서울특별시 강동구 동남로 964,37.5592845,127.1580303,2025-10-25
서울청파초등학교,초등학교,공립,서울특별시 용산구 효창원로 228,37.5473049,126.9635439,2025-10-25
서울미아초등학교,초등학교,공립,서울특별시 성북구 삼양로 77,37.61058761,127.0216444,2025-10-25
창북중학교,중학교,공립,서울특별시 도봉구 노해로62길 33,37.64911577,127.0388329,2025-10-25
홍익대학교사범대학부속중학교,중학교,사립,서울특별시 성북구 성북로14가길 23,37.59366662,127.002805,2025-10-25
동명생활경영고등학교,고등학교,사립,서울특별시 은평구 통일로 793,37.61441879,126.9228204,2025-10-25
동산초등학교,초등학교,사립,서울특별시 중구 매봉18길 109,37.55620463,127.0167254,2025-10-25
을지중학교,중학교,공립,서울특별시 노원구 덕릉로 580,37.64978791,127.0717084,2025-10-25
숭인중학교,중학교,공립,서울특별시 동대문구 천호대로47길 34,37.57392046,127.0440889,2025-10-25
서울은평초등학교,초등학교,공립,서울특별시 은평구 은평로 239,37.60230404,126.9340336,2025-10-25
서울봉현초등학교,초등학교,공립,서울특별시 관악구 성현로 117,37.49124068,126.9555874,2025-10-25
서울상계초등학교,초등학교,공립,서울특별시 노원구 상계로9길 39,37.65962546,127.066495,2025-10-25
강일중학교,중학교,공립,서울특별시 강동구 고덕로27길 12,37.5553497,127.1382586,2025-10-25
서울수서초등학교,초등학교,공립,서울특별시 강남구 광평로51길 46,37.49115148,127.1015496,2025-10-25
동국대학교사범대학부속가람중학교,중학교,사립,서울특별시 광진구 광나루로36길 47,37.54192936,127.0869731,2025-10-25
서라벌중학교,중학교,사립,서울특별시 강북구 삼양로155길 37-9,37.65698403,127.0114883,2025-10-25
이화여자대학교사범대학부속이화금란고등학교,고등학교,사립,서울특별시 서대문구 성산로 560,37.56638886,126.9473028,2025-10-25
서울삼육초등학교,초등학교,사립,서울특별시 동대문구 회기로10길 63,37.5887715,127.0471713,2025-10-25
문래중학교,중학교,공립,서울특별시 영등포구 선유서로13길 6,37.52041829,126.8841404,2025-10-25
서울가양초등학교,초등학교,공립,서울특별시 강서구 허준로 186,37.56221719,126.8585216,2025-10-25
북악중학교,중학교,공립,서울특별시 성북구 정릉로12길 41,37.60700905,127.0016095,2025-10-25
명덕여자고등학교,고등학교,사립,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342914,2025-10-25
서울독산초등학교,초등학교,공립,서울특별시 금천구 시흥대로104길 31,37.46565691,126.8997128,2025-10-25
월계고등학교,고등학교,공립,서울특별시 노원구 초안산로5길 66,37.63173301,127.0487159,2025-10-25
압구정고등학교,고등학교,공립,서울특별시 강남구 압구정로39길 20,37.53113395,127.0327116,2025-10-25
중앙대학교사범대학부속중학교,중학교,사립,서울특별시 동작구 서달로 124,37.50362942,126.9617326,2025-10-25
월계중학교,중학교,공립,서울특별시 노원구 월계로45가길 54,37.63113114,127.0523203,2025-10-25
구암중학교,중학교,공립,서울특별시 관악구 성현로 53,37.49277532,126.948602,2025-10-25
남강중학교,중학교,사립,서울특별시 관악구 난곡로34길 80,37.47137567,126.9249091,2025-10-25
서울은천초등학교,초등학교,공립,서울특별시 관악구 은천로 69,37.4865852,126.9426791,2025-10-25
명덕여자중학교,중학교,사립,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342914,2025-10-25
덕성여자중학교,중학교,사립,서울특별시 종로구 율곡로3길 49,37.57778598,126.9819235,2025-10-25
창덕여자고등학교,고등학교,공립,서울특별시 송파구 양재대로 1240,37.51624351,127.1402736,2025-10-25
이수중학교,중학교,공립,서울특별시 서초구 방배중앙로3길 32,37.48063003,126.989859,2025-10-25
서울홍제초등학교,초등학교,공립,서울특별시 서대문구 홍은중앙로 13,37.59350546,126.9454205,2025-10-25
서울인왕초등학교,초등학교,공립,서울특별시 서대문구 세무서길 33-9,37.59023007,126.9448045,2025-10-25
구로고등학교,고등학교,공립,서울특별시 구로구 가마산로27길 45,37.49884008,126.8903092,2025-10-25
일신여자상업고등학교,고등학교,사립,서울특별시 송파구 송파대로38길 8,37.50179413,127.1142413,2025-10-25
서초중학교,중학교,공립,서울특별시 서초구 반포대로13길 48,37.48553868,127.0085193,2025-10-25
아주중학교,중학교,공립,서울특별시 송파구 올림픽로4길 69,37.50523028,127.0765497,2025-10-25
서울당산초등학교,초등학교,공립,서울특별시 영등포구 선유로55길 32,37.54011912,126.8962411,2025-10-25
대경중학교,중학교,사립,서울특별시 중구 매봉18길 111,37.55637326,127.0169792,2025-10-25
서울미성초등학교,초등학교,공립,서울특별시 관악구 문성로 79,37.47833997,126.9123923,2025-10-25
종암중학교,중학교,공립,서울특별시 성북구 종암로5길 80-17,37.593111,127.0319913,2025-10-25
서울삼선초등학교,초등학교,공립,서울특별시 성북구 보문로29길 106,37.58714152,127.0126718,2025-10-25
번동중학교,중학교,공립,서울특별시 강북구 오현로35길 87,37.63244533,127.0362077,2025-10-25
동양중학교,중학교,사립,서울특별시 동작구 흑석로9길 94,37.51022314,126.9574775,2025-10-25
서울금산초등학교,초등학교,공립,서울특별시 금천구 시흥대로24길 57,37.44144269,126.9080871,2025-10-25
서울선유초등학교,초등학교,공립,서울특별시 영등포구 선유로43가길 14,37.53287919,126.8927768,2025-10-25
서울창림초등학교,초등학교,공립,서울특별시 도봉구 덕릉로63길 46,37.64323708,127.0416041,2025-10-25
서울용곡초등학교,초등학교,공립,서울특별시 광진구 용마산로22길 82,37.56710862,127.088453,2025-10-25
옥정중학교,중학교,공립,서울특별시 성동구 한림말길 11,37.54167037,127.0129832,2025-10-25
은석초등학교,초등학교,사립,서울특별시 동대문구 장안벚꽃로 205,37.57855999,127.0757616,2025-10-25
신천중학교,중학교,공립,서울특별시 송파구 백제고분로 11,37.51625001,127.0792834,2025-10-25
장안중학교,중학교,공립,서울특별시 중랑구 동일로 780,37.60077444,127.0809965,2025-10-25
선유고등학교,고등학교,공립,서울특별시 영등포구 선유로 227,37.53390162,126.8948507,2025-10-25
서울은로초등학교,초등학교,공립,서울특별시 동작구 서달로 115,37.50314888,126.9599535,2025-10-25
서울개화초등학교,초등학교,공립,서울특별시 강서구 양천로 11,37.57394373,126.8046464,2025-10-25
상도중학교,중학교,공립,서울특별시 동작구 사당로2가길 72,37.4909219,126.9614756,2025-10-25
고려대학교사범대학부속고등학교,고등학교,사립,서울특별시 성북구 정릉로 161,37.60783857,127.0028302,2025-10-25
